"","yr","mo.no.char","site","mo.no","mo.char","date","julian","rainfall","i","day","NDVI.wks.a","NDVI.wks.b","NDVI.MVC.mo","day.no","SOI.mean","SOI.max","SOI.min","SOI.mean.win","SOI.mean.spr","SOI.mean.sum","SOI.mean.fal","NAO.mean.win","NAO.mean.spr","NAO.mean.sum","NAO.mean.fal","NAO.ann.mean","NAO.ann.max","NAO.ann.min","el.nino","nino.strt.str","nino.end.str","la.nino","nina.strt.str","nina.end.str"
"595",2004,"10","scrub",10,"Oct","2004-10-15",289,69.5900955200195,118,15,NA,NA,NA,NA,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"596",2004,"11","broadleaf",11,"Nov","2004-11-15",320,22.4724159240723,119,15,NA,NA,NA,NA,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"597",2004,"11","Lloyd",11,"Nov","2004-11-15",320,25.1557998657227,119,15,NA,NA,NA,NA,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"598",2004,"11","scrub",11,"Nov","2004-11-15",320,14.0176868438721,119,15,NA,NA,NA,NA,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"599",2004,"12","broadleaf",12,"Dec","2004-12-15",350,20.6870136260986,120,15,NA,NA,NA,NA,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"600",2004,"12","Lloyd",12,"Dec","2004-12-15",350,29.8781661987305,120,15,NA,NA,NA,NA,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"601",2004,"12","scrub",12,"Dec","2004-12-15",350,27.9289951324463,120,15,NA,NA,NA,NA,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"602",2004,NA,"broadleaf",7,NA,"2004-07-15",197,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"603",2004,NA,"broadleaf",8,NA,"2004-08-15",228,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"604",2004,NA,"broadleaf",9,NA,"2004-09-15",259,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"605",2004,NA,"broadleaf",10,NA,"2004-10-15",289,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"606",2004,NA,"broadleaf",11,NA,"2004-11-15",320,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"607",2004,NA,"broadleaf",12,NA,"2004-12-15",350,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"608",2004,NA,"Lloyd",7,NA,"2004-07-15",197,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"609",2004,NA,"Lloyd",8,NA,"2004-08-15",228,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"610",2004,NA,"Lloyd",9,NA,"2004-09-15",259,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"611",2004,NA,"Lloyd",10,NA,"2004-10-15",289,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"612",2004,NA,"Lloyd",11,NA,"2004-11-15",320,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"613",2004,NA,"Lloyd",12,NA,"2004-12-15",350,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"614",2004,NA,"scrub",7,NA,"2004-07-15",197,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"615",2004,NA,"scrub",8,NA,"2004-08-15",228,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"616",2004,NA,"scrub",9,NA,"2004-09-15",259,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"617",2004,NA,"scrub",10,NA,"2004-10-15",289,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"618",2004,NA,"scrub",11,NA,"2004-11-15",320,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"619",2004,NA,"scrub",12,NA,"2004-12-15",350,NA,NA,NA,NA,NA,NA,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"620",2004,"06","scrub",6,"Jun","2004-06-15",167,17.8224811553955,114,15,0.4008,0.4276,0.4276,15,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"621",2004,"07","broadleaf",7,"Jul","2004-07-15",197,40.1083946228027,115,15,NA,NA,NA,NA,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"622",2004,"07","Lloyd",7,"Jul","2004-07-15",197,75.6097106933594,115,15,NA,NA,NA,NA,-0.258333333333333,1.2,-1.3,0.1,-0.233333333333333,-0.366666666666667,-0.533333333333333,0.0133333333333334,0.01,0.483333333333333,-0.486666666666667,0.01,2.51,-2.18,"nino","wk","no.event","no.event","no.event","no.event"
"623",2005,"02","broadleaf",2,"Feb","2005-02-15",46,7.25305557250977,122,15,0.6561,0.6533,0.6561,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"624",2005,"01","broadleaf",1,"Jan","2005-01-15",15,8.02815055847168,121,15,0.7514,0.7153,0.7514,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"625",2005,"01","Lloyd",1,"Jan","2005-01-15",15,7.67094039916992,121,15,0.6636,0.6231,0.6636,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"626",2005,"01","scrub",1,"Jan","2005-01-15",15,13.2563142776489,121,15,0.4923,0.4605,0.4923,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"627",2005,"03","Lloyd",3,"Mar","2005-03-15",74,13.6632289886475,123,15,0.6374,0.6157,0.6374,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"628",2005,"03","scrub",3,"Mar","2005-03-15",74,13.872763633728,123,15,0.398,0.3691,0.398,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"629",2005,"04","broadleaf",4,"Apr","2005-04-15",105,38.2555465698242,124,15,0.6293,0.6653,0.6653,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"630",2005,"04","Lloyd",4,"Apr","2005-04-15",105,50.8157386779785,124,15,0.6184,0.6588,0.6588,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"631",2005,"04","scrub",4,"Apr","2005-04-15",105,33.8068618774414,124,15,0.3731,0.398,0.398,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"632",2005,"05","broadleaf",5,"May","2005-05-15",135,153.332077026367,125,15,0.6929,0.7338,0.7338,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"633",2005,"05","Lloyd",5,"May","2005-05-15",135,298.277618408203,125,15,0.6191,0.5735,0.6191,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"634",2005,"05","scrub",5,"May","2005-05-15",135,124.006225585938,125,15,0.4356,0.4507,0.4507,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"635",2005,"06","broadleaf",6,"Jun","2005-06-15",166,118.104553222656,126,15,0.7105,0.8224,0.8224,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"636",2005,"06","Lloyd",6,"Jun","2005-06-15",166,174.148651123047,126,15,0.6379,0.6388,0.6388,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"637",2005,"06","scrub",6,"Jun","2005-06-15",166,99.5528717041016,126,15,0.4943,0.565,0.565,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"638",2005,"07","broadleaf",7,"Jul","2005-07-15",196,38.8449897766113,127,15,0.7799,0.7503,0.7799,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"639",2005,"07","Lloyd",7,"Jul","2005-07-15",196,64.8714218139648,127,15,0.6122,0.6366,0.6366,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"640",2005,"07","scrub",7,"Jul","2005-07-15",196,40.8908653259277,127,15,0.5212,0.4476,0.5212,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"641",2005,"08","broadleaf",8,"Aug","2005-08-15",227,66.4285888671875,128,15,0.7188,0.694,0.7188,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"642",2005,"08","Lloyd",8,"Aug","2005-08-15",227,127.150054931641,128,15,0.671,0.5974,0.671,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"643",2005,"08","scrub",8,"Aug","2005-08-15",227,57.9677200317383,128,15,0.5471,0.4794,0.5471,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"644",2005,"09","broadleaf",9,"Sep","2005-09-15",258,90.0316314697266,129,15,0.6531,0.7181,0.7181,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"645",2005,"09","Lloyd",9,"Sep","2005-09-15",258,156.168548583984,129,15,0.6871,0.708,0.708,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"646",2005,"09","scrub",9,"Sep","2005-09-15",258,78.4459228515625,129,15,0.3928,0.4884,0.4884,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"647",2005,"10","broadleaf",10,"Oct","2005-10-15",288,210.666290283203,130,15,0.8134,0.8319,0.8319,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"648",2005,"10","Lloyd",10,"Oct","2005-10-15",288,404.485412597656,130,15,0.5343,0.5822,0.5822,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"649",2005,"10","scrub",10,"Oct","2005-10-15",288,195.878875732422,130,15,0.4834,0.5351,0.5351,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"650",2005,"11","broadleaf",11,"Nov","2005-11-15",319,43.9753036499023,131,15,0.8298,0.8569,0.8569,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"651",2005,"11","Lloyd",11,"Nov","2005-11-15",319,68.5149002075195,131,15,0.6889,0.6984,0.6984,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"652",2005,"11","scrub",11,"Nov","2005-11-15",319,33.0485763549805,131,15,0.6187,0.5582,0.6187,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"653",2005,"12","broadleaf",12,"Dec","2005-12-15",349,14.6259174346924,132,15,0.8039,0.8198,0.8198,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"654",2005,"12","Lloyd",12,"Dec","2005-12-15",349,22.1676654815674,132,15,0.7215,0.7032,0.7215,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"655",2005,"12","scrub",12,"Dec","2005-12-15",349,18.9088249206543,132,15,0.5322,0.5242,0.5322,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"656",2005,"02","Lloyd",2,"Feb","2005-02-15",46,7.09433317184448,122,15,0.6309,0.6331,0.6331,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"657",2005,"02","scrub",2,"Feb","2005-02-15",46,11.2573022842407,122,15,0.4607,0.4157,0.4607,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"658",2005,"03","broadleaf",3,"Mar","2005-03-15",74,10.8106632232666,123,15,0.6533,0.6219,0.6533,15,-0.183333333333333,1.2,-3.1,-0.833333333333333,-0.333333333333333,0.1,0.333333333333333,-0.573333333333333,-0.14,0.453333333333333,-0.756666666666667,-0.26,1.82,-2.25,"nino","no.event","wk","no.event","no.event","no.event"
"659",2006,"02","broadleaf",2,"Feb","2006-02-15",46,9.64749050140381,134,15,0.6695,0.702,0.702,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"660",2006,"01","broadleaf",1,"Jan","2006-01-15",15,16.6565551757812,133,15,0.6986,0.6721,0.6986,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"661",2006,"01","Lloyd",1,"Jan","2006-01-15",15,19.9652042388916,133,15,0.6775,0.6807,0.6807,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"662",2006,"01","scrub",1,"Jan","2006-01-15",15,25.7070827484131,133,15,0.5095,0.4512,0.5095,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"663",2006,"03","Lloyd",3,"Mar","2006-03-15",74,32.7224769592285,135,15,0.6397,0.6246,0.6397,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"664",2006,"02","Lloyd",2,"Feb","2006-02-15",46,9.81723403930664,134,15,0.6682,0.6654,0.6682,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"665",2006,"02","scrub",2,"Feb","2006-02-15",46,17.3985786437988,134,15,0.483,0.4717,0.483,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"666",2006,"03","broadleaf",3,"Mar","2006-03-15",74,24.7440757751465,135,15,0.696,0.6815,0.696,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"667",2006,"04","scrub",4,"Apr","2006-04-15",105,27.0741062164307,136,15,0.3802,0.4863,0.4863,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"668",2006,"05","broadleaf",5,"May","2006-05-15",135,32.3321189880371,137,15,0.6925,0.7883,0.7883,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"669",2006,"05","Lloyd",5,"May","2006-05-15",135,68.4997406005859,137,15,0.5973,0.6264,0.6264,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"670",2006,"05","scrub",5,"May","2006-05-15",135,25.2033615112305,137,15,0.523,0.5444,0.5444,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"671",2006,"06","broadleaf",6,"Jun","2006-06-15",166,52.1036796569824,138,15,0.7149,0.7524,0.7524,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"672",2006,"06","Lloyd",6,"Jun","2006-06-15",166,86.0498809814453,138,15,0.6242,0.6515,0.6515,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"673",2006,"06","scrub",6,"Jun","2006-06-15",166,42.8927536010742,138,15,0.5359,0.5923,0.5923,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"674",2006,"07","broadleaf",7,"Jul","2006-07-15",196,31.3313159942627,139,15,0.6873,0.7079,0.7079,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"675",2006,"07","Lloyd",7,"Jul","2006-07-15",196,59.6087341308594,139,15,0.6581,0.7126,0.7126,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
